percentile,definition,component,time,GMST
p05,AR6,aerosol_radiation_interactions,2021,-0.248406159
p05,AR6,aerosol_radiation_interactions,2025,
p05,AR6,anthropogenic,2015,0.965057644
p05,AR6,anthropogenic,2017,
p05,AR6,anthropogenic,2021,1.10933313
p05,AR6,anthropogenic,2025,
p05,AR6,bc_snow,2015,0.00098613
p05,AR6,bc_snow,2017,
p05,AR6,bc_snow,2021,0.000950096
p05,AR6,bc_snow,2025,
p05,AR6,ch4,2015,0.165046194
p05,AR6,ch4,2017,
p05,AR6,ch4,2021,0.172629688
p05,AR6,ch4,2025,
p05,AR6,co2,2015,0.623633654
p05,AR6,co2,2017,
p05,AR6,co2,2021,0.697304119
p05,AR6,co2,2025,
p05,AR6,contrails,2015,0.004426786
p05,AR6,contrails,2017,
p05,AR6,contrails,2021,0.005041184
p05,AR6,contrails,2025,
p05,AR6,ghg,2015,1.014399041
p05,AR6,ghg,2017,
p05,AR6,ghg,2021,1.11019243
p05,AR6,ghg,2025,
p05,AR6,h2o_strat,2015,0.001026173
p05,AR6,h2o_strat,2017,
p05,AR6,h2o_strat,2021,0.001083456
p05,AR6,h2o_strat,2025,
p05,AR6,halogen,2015,0.129125699
p05,AR6,halogen,2017,
p05,AR6,halogen,2021,0.13573621
p05,AR6,halogen,2025,
p05,AR6,land_use,2015,-0.155697884
p05,AR6,land_use,2017,
p05,AR6,land_use,2021,-0.157386816
p05,AR6,land_use,2025,
p05,AR6,n2o,2015,0.059862236
p05,AR6,n2o,2017,
p05,AR6,n2o,2021,0.066464109
p05,AR6,n2o,2025,
p05,AR6,natural,2015,0.013326675
p05,AR6,natural,2017,
p05,AR6,natural,2021,0.012903596
p05,AR6,natural,2025,
p05,AR6,o3,2015,0.059769547
p05,AR6,o3,2017,
p05,AR6,o3,2021,0.06213511
p05,AR6,o3,2025,
p05,AR6,other_human_forcing,2015,-0.500445843
p05,AR6,other_human_forcing,2017,
p05,AR6,other_human_forcing,2021,-0.479478326
p05,AR6,other_human_forcing,2025,
p05,AR6,residual,2015,-0.101926508
p05,AR6,residual,2017,
p05,AR6,residual,2021,-0.085008497
p05,AR6,residual,2025,
p05,AR6,solar,2015,-0.013294489
p05,AR6,solar,2017,
p05,AR6,solar,2021,-0.011274616
p05,AR6,solar,2025,
p05,AR6,total,2015,1.047917002
p05,AR6,total,2017,
p05,AR6,total,2021,1.189939612
p05,AR6,total,2025,
p05,AR6,volcanic,2015,0.013413011
p05,AR6,volcanic,2017,
p05,AR6,volcanic,2021,0.012607124
p05,AR6,volcanic,2025,
p17,Annual,aerosol_cloud_interactions,2015,
p17,Annual,aerosol_cloud_interactions,2017,-0.468497765
p17,Annual,aerosol_cloud_interactions,2021,
p17,Annual,aerosol_cloud_interactions,2025,-0.467340795
p17,Annual,aerosol_radiation_interactions,2015,
p17,Annual,aerosol_radiation_interactions,2017,-0.183901315
p17,Annual,aerosol_radiation_interactions,2021,
p17,Annual,aerosol_radiation_interactions,2025,-0.164451751
p17,Annual,anthropogenic,2015,
p17,Annual,anthropogenic,2017,1.06802065
p17,Annual,anthropogenic,2021,
p17,Annual,anthropogenic,2025,1.262431832
p17,Annual,bc_snow,2015,
p17,Annual,bc_snow,2017,0.011175234
p17,Annual,bc_snow,2021,
p17,Annual,bc_snow,2025,0.010877688
p17,Annual,ch4,2015,
p17,Annual,ch4,2017,0.195009039
p17,Annual,ch4,2021,
p17,Annual,ch4,2025,0.208338752
p17,Annual,co2,2015,
p17,Annual,co2,2017,0.754794633
p17,Annual,co2,2021,
p17,Annual,co2,2025,0.871923439
p17,Annual,contrails,2015,
p17,Annual,contrails,2017,0.008449788
p17,Annual,contrails,2021,
p17,Annual,contrails,2025,0.010039969
p17,Annual,ghg,2015,
p17,Annual,ghg,2017,1.213267012
p17,Annual,ghg,2021,
p17,Annual,ghg,2025,1.365223924
p17,Annual,h2o_strat,2015,
p17,Annual,h2o_strat,2017,0.00618894
p17,Annual,h2o_strat,2021,
p17,Annual,h2o_strat,2025,0.006705789
p17,Annual,halogen,2015,
p17,Annual,halogen,2017,0.157412637
p17,Annual,halogen,2021,
p17,Annual,halogen,2025,0.166060738
p17,Annual,land_use,2015,
p17,Annual,land_use,2017,-0.099260172
p17,Annual,land_use,2021,
p17,Annual,land_use,2025,-0.101613478
p17,Annual,n2o,2015,
p17,Annual,n2o,2017,0.072294584
p17,Annual,n2o,2021,
p17,Annual,n2o,2025,0.083207082
p17,Annual,natural,2015,
p17,Annual,natural,2017,0.036391446
p17,Annual,natural,2021,
p17,Annual,natural,2025,0.040333635
p17,Annual,o3,2015,
p17,Annual,o3,2017,0.091189563
p17,Annual,o3,2021,
p17,Annual,o3,2025,0.096840358
p17,Annual,other_human_forcing,2015,
p17,Annual,other_human_forcing,2017,-0.359627877
p17,Annual,other_human_forcing,2021,
p17,Annual,other_human_forcing,2025,-0.326764559
p17,Annual,residual,2015,
p17,Annual,residual,2017,-0.04100158
p17,Annual,residual,2021,
p17,Annual,residual,2025,-0.060211478
p17,Annual,solar,2015,
p17,Annual,solar,2017,-0.006016096
p17,Annual,solar,2021,
p17,Annual,solar,2025,0.002452427
p17,Annual,total,2015,
p17,Annual,total,2017,1.145120668
p17,Annual,total,2021,
p17,Annual,total,2025,1.345909997
p17,Annual,volcanic,2015,
p17,Annual,volcanic,2017,0.036645855
p17,Annual,volcanic,2021,
p17,Annual,volcanic,2025,0.033992382
p17,SR1.5,aerosol_cloud_interactions,2015,
p17,SR1.5,aerosol_cloud_interactions,2017,-0.482845084
p17,SR1.5,aerosol_cloud_interactions,2021,
p17,SR1.5,aerosol_cloud_interactions,2025,-0.458899537
p17,SR1.5,aerosol_radiation_interactions,2015,
p17,SR1.5,aerosol_radiation_interactions,2017,-0.192596571
p17,SR1.5,aerosol_radiation_interactions,2021,
p17,SR1.5,aerosol_radiation_interactions,2025,-0.160279024
p17,SR1.5,anthropogenic,2015,
p17,SR1.5,anthropogenic,2017,1.049898999
p17,SR1.5,anthropogenic,2021,
p17,SR1.5,anthropogenic,2025,1.264983403
p17,SR1.5,bc_snow,2015,
p17,SR1.5,bc_snow,2017,0.011650141
p17,SR1.5,bc_snow,2021,
p17,SR1.5,bc_snow,2025,0.010701834
p17,SR1.5,ch4,2015,
p17,SR1.5,ch4,2017,0.194143997
p17,SR1.5,ch4,2021,
p17,SR1.5,ch4,2025,0.207393795
p17,SR1.5,co2,2015,
p17,SR1.5,co2,2017,0.750859454
p17,SR1.5,co2,2021,
p17,SR1.5,co2,2025,0.869148418
p17,SR1.5,contrails,2015,
p17,SR1.5,contrails,2017,0.008287236
p17,SR1.5,contrails,2021,
p17,SR1.5,contrails,2025,0.009531688
p17,SR1.5,ghg,2015,
p17,SR1.5,ghg,2017,1.208577949
p17,SR1.5,ghg,2021,
p17,SR1.5,ghg,2025,1.361732913
p17,SR1.5,h2o_strat,2015,
p17,SR1.5,h2o_strat,2017,0.006153705
p17,SR1.5,h2o_strat,2021,
p17,SR1.5,h2o_strat,2025,0.006664984
p17,SR1.5,halogen,2015,
p17,SR1.5,halogen,2017,0.157823845
p17,SR1.5,halogen,2021,
p17,SR1.5,halogen,2025,0.16672
p17,SR1.5,land_use,2015,
p17,SR1.5,land_use,2017,-0.099145509
p17,SR1.5,land_use,2021,
p17,SR1.5,land_use,2025,-0.101092825
p17,SR1.5,n2o,2015,
p17,SR1.5,n2o,2017,0.071968768
p17,SR1.5,n2o,2021,
p17,SR1.5,n2o,2025,0.082756699
p17,SR1.5,natural,2015,
p17,SR1.5,natural,2017,0.035513155
p17,SR1.5,natural,2021,
p17,SR1.5,natural,2025,0.034197582
p17,SR1.5,o3,2015,
p17,SR1.5,o3,2017,0.09196193
p17,SR1.5,o3,2021,
p17,SR1.5,o3,2025,0.096172004
p17,SR1.5,other_human_forcing,2015,
p17,SR1.5,other_human_forcing,2017,-0.375712034
p17,SR1.5,other_human_forcing,2021,
p17,SR1.5,other_human_forcing,2025,-0.31975033
p17,SR1.5,residual,2015,
p17,SR1.5,residual,2017,-0.069706163
p17,SR1.5,residual,2021,
p17,SR1.5,residual,2025,-0.032403994
p17,SR1.5,solar,2015,
p17,SR1.5,solar,2017,-0.007670112
p17,SR1.5,solar,2021,
p17,SR1.5,solar,2025,-0.001935428
p17,SR1.5,total,2015,
p17,SR1.5,total,2017,1.125107666
p17,SR1.5,total,2021,
p17,SR1.5,total,2025,1.338755754
p17,SR1.5,volcanic,2015,
p17,SR1.5,volcanic,2017,0.036466097
p17,SR1.5,volcanic,2021,
p17,SR1.5,volcanic,2025,0.031746268
p17,AR6,aerosol_cloud_interactions,2015,-0.476793706
p17,AR6,aerosol_cloud_interactions,2017,
p17,AR6,aerosol_cloud_interactions,2021,-0.464778412
p17,AR6,aerosol_cloud_interactions,2025,
p17,AR6,aerosol_radiation_interactions,2015,-0.192837913
p17,AR6,aerosol_radiation_interactions,2017,
p17,AR6,aerosol_radiation_interactions,2021,-0.173506893
p17,AR6,aerosol_radiation_interactions,2025,
p17,AR6,anthropogenic,2015,1.00236549
p17,AR6,anthropogenic,2017,
p17,AR6,anthropogenic,2021,1.155040073
p17,AR6,anthropogenic,2025,
p17,AR6,bc_snow,2015,0.011384792
p17,AR6,bc_snow,2017,
p17,AR6,bc_snow,2021,0.010963078
p17,AR6,bc_snow,2025,
p17,AR6,ch4,2015,0.191778647
p17,AR6,ch4,2017,
p17,AR6,ch4,2021,0.20063098
p17,AR6,ch4,2025,
p17,AR6,co2,2015,0.720255738
p17,AR6,co2,2017,
p17,AR6,co2,2021,0.805332972
p17,AR6,co2,2025,
p17,AR6,contrails,2015,0.007661518
p17,AR6,contrails,2017,
p17,AR6,contrails,2021,0.008726587
p17,AR6,contrails,2025,
p17,AR6,ghg,2015,1.168644941
p17,AR6,ghg,2017,
p17,AR6,ghg,2021,1.27894992
p17,AR6,ghg,2025,
p17,AR6,h2o_strat,2015,0.006067595
p17,AR6,h2o_strat,2017,
p17,AR6,h2o_strat,2021,0.006405801
p17,AR6,h2o_strat,2025,
p17,AR6,halogen,2015,0.15416889
p17,AR6,halogen,2017,
p17,AR6,halogen,2021,0.161436663
p17,AR6,halogen,2025,
p17,AR6,land_use,2015,-0.099129266
p17,AR6,land_use,2017,
p17,AR6,land_use,2021,-0.100209616
p17,AR6,land_use,2025,
p17,AR6,n2o,2015,0.069314897
p17,AR6,n2o,2017,
p17,AR6,n2o,2021,0.07695827
p17,AR6,n2o,2025,
p17,AR6,natural,2015,0.035102558
p17,AR6,natural,2017,
p17,AR6,natural,2021,0.033848151
p17,AR6,natural,2025,
p17,AR6,o3,2015,0.089726569
p17,AR6,o3,2017,
p17,AR6,o3,2021,0.093325788
p17,AR6,o3,2025,
p17,AR6,other_human_forcing,2015,-0.377698507
p17,AR6,other_human_forcing,2017,
p17,AR6,other_human_forcing,2021,-0.343114518
p17,AR6,other_human_forcing,2025,
p17,AR6,residual,2015,-0.073878548
p17,AR6,residual,2017,
p17,AR6,residual,2021,-0.047836887
p17,AR6,residual,2025,
p17,AR6,solar,2015,-0.006603885
p17,AR6,solar,2017,
p17,AR6,solar,2021,-0.004752908
p17,AR6,solar,2025,
p17,AR6,total,2015,1.076588702
p17,AR6,total,2017,
p17,AR6,total,2021,1.228390718
p17,AR6,total,2025,
p17,AR6,volcanic,2015,0.035619135
p17,AR6,volcanic,2017,
p17,AR6,volcanic,2021,0.03328282
p17,AR6,volcanic,2025,
p50,Annual,aerosol_cloud_interactions,2015,
p50,Annual,aerosol_cloud_interactions,2017,-0.304936132
p50,Annual,aerosol_cloud_interactions,2021,
p50,Annual,aerosol_cloud_interactions,2025,-0.284308147
p50,Annual,aerosol_radiation_interactions,2015,
p50,Annual,aerosol_radiation_interactions,2017,-0.103774764
p50,Annual,aerosol_radiation_interactions,2021,
p50,Annual,aerosol_radiation_interactions,2025,-0.092627799
p50,Annual,anthropogenic,2015,
p50,Annual,anthropogenic,2017,1.122715497
p50,Annual,anthropogenic,2021,
p50,Annual,anthropogenic,2025,1.330203724
p50,Annual,bc_snow,2015,
p50,Annual,bc_snow,2017,0.027036694
p50,Annual,bc_snow,2021,
p50,Annual,bc_snow,2025,0.026352151
p50,Annual,ch4,2015,
p50,Annual,ch4,2017,0.232949983
p50,Annual,ch4,2021,
p50,Annual,ch4,2025,0.24895959
p50,Annual,co2,2015,
p50,Annual,co2,2017,0.848279458
p50,Annual,co2,2021,
p50,Annual,co2,2025,0.980036885
p50,Annual,contrails,2015,
p50,Annual,contrails,2017,0.016059268
p50,Annual,contrails,2021,
p50,Annual,contrails,2025,0.019084216
p50,Annual,ghg,2015,
p50,Annual,ghg,2017,1.352145076
p50,Annual,ghg,2021,
p50,Annual,ghg,2025,1.522277856
p50,Annual,h2o_strat,2015,
p50,Annual,h2o_strat,2017,0.016016738
p50,Annual,h2o_strat,2021,
p50,Annual,h2o_strat,2025,0.017356081
p50,Annual,halogen,2015,
p50,Annual,halogen,2017,0.184237245
p50,Annual,halogen,2021,
p50,Annual,halogen,2025,0.193940288
p50,Annual,land_use,2015,
p50,Annual,land_use,2017,-0.053304597
p50,Annual,land_use,2021,
p50,Annual,land_use,2025,-0.054437878
p50,Annual,n2o,2015,
p50,Annual,n2o,2017,0.084453035
p50,Annual,n2o,2021,
p50,Annual,n2o,2025,0.097195182
p50,Annual,natural,2015,
p50,Annual,natural,2017,0.067831209
p50,Annual,natural,2021,
p50,Annual,natural,2025,0.075005755
p50,Annual,o3,2015,
p50,Annual,o3,2017,0.170648417
p50,Annual,o3,2021,
p50,Annual,o3,2025,0.181255691
p50,Annual,other_human_forcing,2015,
p50,Annual,other_human_forcing,2017,-0.230667381
p50,Annual,other_human_forcing,2021,
p50,Annual,other_human_forcing,2025,-0.188130751
p50,Annual,residual,2015,
p50,Annual,residual,2017,0.004202434
p50,Annual,residual,2021,
p50,Annual,residual,2025,0.001735329
p50,Annual,solar,2015,
p50,Annual,solar,2017,0.000694386
p50,Annual,solar,2021,
p50,Annual,solar,2025,0.010498155
p50,Annual,total,2015,
p50,Annual,total,2017,1.190357447
p50,Annual,total,2021,
p50,Annual,total,2025,1.405251265
p50,Annual,volcanic,2015,
p50,Annual,volcanic,2017,0.067942854
p50,Annual,volcanic,2021,
p50,Annual,volcanic,2025,0.063089174
p50,SR1.5,aerosol_cloud_interactions,2015,
p50,SR1.5,aerosol_cloud_interactions,2017,-0.316654138
p50,SR1.5,aerosol_cloud_interactions,2021,
p50,SR1.5,aerosol_cloud_interactions,2025,-0.279425007
p50,SR1.5,aerosol_radiation_interactions,2015,
p50,SR1.5,aerosol_radiation_interactions,2017,-0.108694999
p50,SR1.5,aerosol_radiation_interactions,2021,
p50,SR1.5,aerosol_radiation_interactions,2025,-0.090032071
p50,SR1.5,anthropogenic,2015,
p50,SR1.5,anthropogenic,2017,1.103854919
p50,SR1.5,anthropogenic,2021,
p50,SR1.5,anthropogenic,2025,1.332036722
p50,SR1.5,bc_snow,2015,
p50,SR1.5,bc_snow,2017,0.028150687
p50,SR1.5,bc_snow,2021,
p50,SR1.5,bc_snow,2025,0.025949146
p50,SR1.5,ch4,2015,
p50,SR1.5,ch4,2017,0.231966672
p50,SR1.5,ch4,2021,
p50,SR1.5,ch4,2025,0.247845939
p50,SR1.5,co2,2015,
p50,SR1.5,co2,2017,0.843891697
p50,SR1.5,co2,2021,
p50,SR1.5,co2,2025,0.976906193
p50,SR1.5,contrails,2015,
p50,SR1.5,contrails,2017,0.015750184
p50,SR1.5,contrails,2021,
p50,SR1.5,contrails,2025,0.018124523
p50,SR1.5,ghg,2015,
p50,SR1.5,ghg,2017,1.34701426
p50,SR1.5,ghg,2021,
p50,SR1.5,ghg,2025,1.518341679
p50,SR1.5,h2o_strat,2015,
p50,SR1.5,h2o_strat,2017,0.015928945
p50,SR1.5,h2o_strat,2021,
p50,SR1.5,h2o_strat,2025,0.017251674
p50,SR1.5,halogen,2015,
p50,SR1.5,halogen,2017,0.184820594
p50,SR1.5,halogen,2021,
p50,SR1.5,halogen,2025,0.194740838
p50,SR1.5,land_use,2015,
p50,SR1.5,land_use,2017,-0.053225437
p50,SR1.5,land_use,2021,
p50,SR1.5,land_use,2025,-0.054133492
p50,SR1.5,n2o,2015,
p50,SR1.5,n2o,2017,0.084073071
p50,SR1.5,n2o,2021,
p50,SR1.5,n2o,2025,0.096670419
p50,SR1.5,natural,2015,
p50,SR1.5,natural,2017,0.0661972
p50,SR1.5,natural,2021,
p50,SR1.5,natural,2025,0.064026946
p50,SR1.5,o3,2015,
p50,SR1.5,o3,2017,0.172079425
p50,SR1.5,o3,2021,
p50,SR1.5,o3,2025,0.180021167
p50,SR1.5,other_human_forcing,2015,
p50,SR1.5,other_human_forcing,2017,-0.24471093
p50,SR1.5,other_human_forcing,2021,
p50,SR1.5,other_human_forcing,2025,-0.18334219
p50,SR1.5,residual,2015,
p50,SR1.5,residual,2017,-0.026715695
p50,SR1.5,residual,2021,
p50,SR1.5,residual,2025,0.027698513
p50,SR1.5,solar,2015,
p50,SR1.5,solar,2017,-0.000128194
p50,SR1.5,solar,2021,
p50,SR1.5,solar,2025,0.004153568
p50,SR1.5,total,2015,
p50,SR1.5,total,2017,1.169732898
p50,SR1.5,total,2021,
p50,SR1.5,total,2025,1.396422914
p50,SR1.5,volcanic,2015,
p50,SR1.5,volcanic,2017,0.067763249
p50,SR1.5,volcanic,2021,
p50,SR1.5,volcanic,2025,0.059443509
p50,AR6,aerosol_cloud_interactions,2015,-0.314405227
p50,AR6,aerosol_cloud_interactions,2017,
p50,AR6,aerosol_cloud_interactions,2021,-0.293735895
p50,AR6,aerosol_cloud_interactions,2025,
p50,AR6,aerosol_radiation_interactions,2015,-0.109092928
p50,AR6,aerosol_radiation_interactions,2017,
p50,AR6,aerosol_radiation_interactions,2021,-0.097840773
p50,AR6,aerosol_radiation_interactions,2025,
p50,AR6,anthropogenic,2015,1.054715037
p50,AR6,anthropogenic,2017,
p50,AR6,anthropogenic,2021,1.21405524
p50,AR6,anthropogenic,2025,
p50,AR6,bc_snow,2015,0.027503016
p50,AR6,bc_snow,2017,
p50,AR6,bc_snow,2021,0.026541538
p50,AR6,bc_snow,2025,
p50,AR6,ch4,2015,0.229043455
p50,AR6,ch4,2017,
p50,AR6,ch4,2021,0.239701489
p50,AR6,ch4,2025,
p50,AR6,co2,2015,0.809488004
p50,AR6,co2,2017,
p50,AR6,co2,2021,0.90514459
p50,AR6,co2,2025,
p50,AR6,contrails,2015,0.014560972
p50,AR6,contrails,2017,
p50,AR6,contrails,2021,0.016589279
p50,AR6,contrails,2025,
p50,AR6,ghg,2015,1.302314186
p50,AR6,ghg,2017,
p50,AR6,ghg,2021,1.425680637
p50,AR6,ghg,2025,
p50,AR6,h2o_strat,2015,0.015699974
p50,AR6,h2o_strat,2017,
p50,AR6,h2o_strat,2021,0.016578811
p50,AR6,h2o_strat,2025,
p50,AR6,halogen,2015,0.180583724
p50,AR6,halogen,2017,
p50,AR6,halogen,2021,0.188741088
p50,AR6,halogen,2025,
p50,AR6,land_use,2015,-0.053280018
p50,AR6,land_use,2017,
p50,AR6,land_use,2021,-0.053763625
p50,AR6,land_use,2025,
p50,AR6,n2o,2015,0.080971001
p50,AR6,n2o,2017,
p50,AR6,n2o,2021,0.089898501
p50,AR6,n2o,2025,
p50,AR6,natural,2015,0.065351754
p50,AR6,natural,2017,
p50,AR6,natural,2021,0.063322866
p50,AR6,natural,2025,
p50,AR6,o3,2015,0.167882447
p50,AR6,o3,2017,
p50,AR6,o3,2021,0.174662538
p50,AR6,o3,2025,
p50,AR6,other_human_forcing,2015,-0.248742272
p50,AR6,other_human_forcing,2017,
p50,AR6,other_human_forcing,2021,-0.210441574
p50,AR6,other_human_forcing,2025,
p50,AR6,residual,2015,-0.033465092
p50,AR6,residual,2017,
p50,AR6,residual,2021,0.001437185
p50,AR6,residual,2025,
p50,AR6,solar,2015,0.000342256
p50,AR6,solar,2017,
p50,AR6,solar,2021,0.001717119
p50,AR6,solar,2025,
p50,AR6,total,2015,1.119464946
p50,AR6,total,2017,
p50,AR6,total,2021,1.277626705
p50,AR6,total,2025,
p50,AR6,volcanic,2015,0.066084643
p50,AR6,volcanic,2017,
p50,AR6,volcanic,2021,0.062059492
p50,AR6,volcanic,2025,
p83,Annual,aerosol_cloud_interactions,2015,
p83,Annual,aerosol_cloud_interactions,2017,-0.203619414
p83,Annual,aerosol_cloud_interactions,2021,
p83,Annual,aerosol_cloud_interactions,2025,-0.18528754
p83,Annual,aerosol_radiation_interactions,2015,
p83,Annual,aerosol_radiation_interactions,2017,-0.04489793
p83,Annual,aerosol_radiation_interactions,2021,
p83,Annual,aerosol_radiation_interactions,2025,-0.040538858
p83,Annual,anthropogenic,2015,
p83,Annual,anthropogenic,2017,1.173792748
p83,Annual,anthropogenic,2021,
p83,Annual,anthropogenic,2025,1.396180773
p83,Annual,bc_snow,2015,
p83,Annual,bc_snow,2017,0.059789714
p83,Annual,bc_snow,2021,
p83,Annual,bc_snow,2025,0.058311607
p83,Annual,ch4,2015,
p83,Annual,ch4,2017,0.272170908
p83,Annual,ch4,2021,
p83,Annual,ch4,2025,0.290936795
p83,Annual,co2,2015,
p83,Annual,co2,2017,0.942559328
p83,Annual,co2,2021,
p83,Annual,co2,2025,1.089149269
p83,Annual,contrails,2015,
p83,Annual,contrails,2017,0.029042629
p83,Annual,contrails,2021,
p83,Annual,contrails,2025,0.03451892
