time,timebound_lower,timebound_upper,anthropogenic_p05,anthropogenic_p17,anthropogenic_p50,anthropogenic_p83,anthropogenic_p95,natural_p05,natural_p17,natural_p50,natural_p83,natural_p95,ghg_p05,ghg_p17,ghg_p50,ghg_p83,ghg_p95,other_human_forcing_p05,other_human_forcing_p17,other_human_forcing_p50,other_human_forcing_p83,other_human_forcing_p95
1870.5,1870,1871,-0.139474783,-0.086255424,-0.012762025,0.060731314,0.113950629,-0.018245094,0.000482808,0.02634515,0.052193874,0.070911916,-0.083552965,-0.064505187,-0.038201112,-0.011902915,0.007140608,-0.073390996,-0.034624326,0.018910598,0.072465962,0.111247432
1871.5,1871,1872,-0.119183901,-0.075995378,-0.016354085,0.043287085,0.086475519,-0.01302018,0.006095187,0.032492597,0.058869712,0.077970382,-0.07826414,-0.063137414,-0.042248126,-0.021367892,-0.006247722,-0.055740455,-0.02417902,0.019405819,0.063017092,0.09459767
1872.5,1872,1873,-0.0994959,-0.06373105,-0.014341495,0.035047945,0.070812713,-0.004889198,0.014550621,0.041396087,0.068209152,0.087625509,-0.067843534,-0.05188088,-0.029837216,-0.007797831,0.008161725,-0.052206203,-0.025312845,0.011825602,0.04897557,0.075877271
1873.5,1873,1874,-0.134975142,-0.088047522,-0.023242714,0.041561866,0.08848932,-0.016230057,0.007226037,0.039617784,0.071984942,0.095423229,-0.076740827,-0.05846495,-0.033226835,-0.007993353,0.010279168,-0.073351083,-0.039068954,0.008273033,0.055619444,0.089904776
1874.5,1874,1875,-0.085618638,-0.053137482,-0.008282553,0.036572333,0.069053458,0.000314584,0.02147101,0.050687026,0.0798584,0.100982498,-0.037314293,-0.021976634,-0.000796057,0.020384517,0.035722173,-0.06344866,-0.038901598,-0.005003274,0.028892789,0.053438214
1875.5,1875,1876,-0.141100637,-0.076400403,0.01294754,0.102295534,0.166995805,-0.015136207,0.006538502,0.036470242,0.066379432,0.088037812,-0.035898252,-0.015917371,0.011675275,0.039268443,0.059249703,-0.108903407,-0.063033113,0.000311579,0.063656275,0.109526573
1876.5,1876,1877,-0.115338145,-0.060935378,0.014192253,0.089319956,0.143722777,-0.026993121,-0.002160393,0.032132421,0.066409959,0.091231624,-0.029142164,-0.009291712,0.018120816,0.045534613,0.065385983,-0.097115432,-0.057793112,-0.00349086,0.050810704,0.090132527
1877.5,1877,1878,-0.116302771,-0.082502939,-0.03582698,0.010848225,0.044647511,-0.021746257,0.000450935,0.0311042,0.06174145,0.083927045,-0.038500944,-0.021668825,0.001575529,0.024819894,0.041652021,-0.089410081,-0.062465172,-0.025255537,0.011901602,0.038808495
1878.5,1878,1879,-0.07439765,-0.042336071,0.001939444,0.046214961,0.078276542,-0.031105775,-0.011756109,0.01496486,0.041681576,0.061028164,-0.055344883,-0.036286139,-0.009966923,0.016351894,0.035410348,-0.052725904,-0.027018813,0.008481455,0.043987924,0.069699505
1879.5,1879,1880,-0.034404521,0.012076648,0.07626493,0.140455696,0.186938664,-0.028001256,-0.012175371,0.009679422,0.03153204,0.04735635,-0.0439261,-0.028326163,-0.006783393,0.01475915,0.030358923,-0.032850023,0.004563839,0.056230602,0.108084312,0.14563355
1880.5,1880,1881,-0.080731944,-0.021934716,0.059261457,0.140458816,0.199256904,-0.016996735,-0.000207722,0.022977106,0.046150379,0.062931025,-0.050561349,-0.027283643,0.004861761,0.037007243,0.060285005,-0.069287845,-0.024899478,0.036398744,0.097763074,0.142199314
1881.5,1881,1882,-0.12441933,-0.074814878,-0.006313493,0.062187877,0.111792317,-0.025839891,-0.006653986,0.019840836,0.046328119,0.065508566,-0.031367375,-0.012481451,0.013599111,0.039680424,0.058566892,-0.100518648,-0.064198189,-0.014041365,0.036103428,0.072415175
1882.5,1882,1883,-0.088496543,-0.055279699,-0.00940882,0.036462007,0.069678813,-0.012445308,0.006013901,0.031505188,0.056976716,0.075421616,0.002107575,0.015491719,0.033974585,0.052464064,0.065852998,-0.093047861,-0.066901524,-0.030794677,0.005231703,0.031319771
1883.5,1883,1884,-0.130525623,-0.067047574,0.020612587,0.108272882,0.171751026,-0.033973528,-0.018187491,0.003612274,0.025411736,0.041197553,-0.024695367,-0.007053914,0.017308093,0.041671402,0.059313798,-0.104718788,-0.060141808,0.001416879,0.062975665,0.107552718
1884.5,1884,1885,-0.057831746,-0.008081215,0.060621899,0.129326479,0.179078072,-0.356363205,-0.293523773,-0.20674551,-0.119717743,-0.056697636,-0.014642505,0.001651612,0.024153011,0.046657156,0.062953262,-0.062660357,-0.026504106,0.023425954,0.073389639,0.109570238
1885.5,1885,1886,-0.136701471,-0.067227656,0.028712374,0.12465264,0.194126626,-0.277577827,-0.228517346,-0.160767158,-0.092823726,-0.04362331,-0.022283849,-0.000713557,0.02907399,0.058864542,0.080437011,-0.118897371,-0.069632741,-0.001600634,0.066431359,0.115695906
1886.5,1886,1887,-0.133326677,-0.071565374,0.013724044,0.099013522,0.160774868,-0.214046968,-0.173873368,-0.118395539,-0.062789687,-0.02252338,0.025254023,0.044550273,0.071197475,0.097864819,0.117175655,-0.150747046,-0.105081111,-0.042018629,0.020958114,0.066561963
1887.5,1887,1888,-0.103384429,-0.067896081,-0.018888364,0.030119155,0.065607357,-0.151593129,-0.121754536,-0.080548861,-0.039263389,-0.009367013,0.021198623,0.034796548,0.053574636,0.072368907,0.085978551,-0.123453004,-0.093143713,-0.051288026,-0.009625113,0.020544582
1888.5,1888,1889,-0.094638434,-0.050390655,0.010713421,0.071817548,0.116065365,-0.072065222,-0.05559775,-0.032856954,-0.010092089,0.006392814,0.015566171,0.035314964,0.062587108,0.089874462,0.10963427,-0.12109584,-0.086131142,-0.037846558,0.010347155,0.045246051
1889.5,1889,1890,-0.042332207,-0.007908118,0.039629909,0.087168841,0.121593585,-0.069077948,-0.053663513,-0.032376911,-0.011065343,0.004367172,0.023910263,0.041791614,0.066484908,0.091197156,0.109092232,-0.085833896,-0.058681012,-0.021184172,0.016276023,0.043402372
1890.5,1890,1891,-0.087032291,-0.045164126,0.012653816,0.070471834,0.112340054,-0.084245994,-0.063456103,-0.034746255,-0.006015083,0.014790248,0.016300558,0.039895142,0.072478139,0.105078209,0.128685156,-0.128174264,-0.092678775,-0.043661195,0.005237223,0.040646422
1891.5,1891,1892,-0.082338171,-0.05201414,-0.010138097,0.031737879,0.062061861,-0.113157548,-0.089781509,-0.057500313,-0.025167203,-0.001753572,-0.004179511,0.012953199,0.036612657,0.060278115,0.077415171,-0.095008186,-0.06904243,-0.033184958,0.002578403,0.028476009
1892.5,1892,1893,-0.108976464,-0.06302966,0.000420689,0.063871037,0.109817841,-0.081665462,-0.063512595,-0.038444349,-0.013346214,0.004828298,0.000135553,0.015666615,0.037114273,0.058568732,0.07410472,-0.107104015,-0.073223945,-0.026437181,0.020303843,0.054150791
1893.5,1893,1894,-0.144411906,-0.065794034,0.042773505,0.151341505,0.229959713,-0.04530074,-0.03069767,-0.010531526,0.009637408,0.024242498,-0.011642689,0.011916744,0.044451199,0.076992087,0.100556178,-0.13545249,-0.079908341,-0.003204515,0.0734989,0.129042753
1894.5,1894,1895,0.006800484,0.037623447,0.080188492,0.122757679,0.153583641,-0.043054954,-0.029788316,-0.011467722,0.006856514,0.020125787,-0.000580788,0.026546381,0.06400771,0.101480621,0.128616178,-0.059640712,-0.031271022,0.007906169,0.047088243,0.075461468
1895.5,1895,1896,-0.038151532,0.00312627,0.060128949,0.117133367,0.158412428,-0.060010334,-0.040373768,-0.013256605,0.013863846,0.033502793,-0.004283783,0.015721726,0.043348382,0.070982241,0.090992967,-0.065311544,-0.033985465,0.00927436,0.052540268,0.083870754
1896.5,1896,1897,-0.053828336,-0.021402083,0.02337703,0.068156477,0.100582973,-0.028602,-0.015280578,0.003115672,0.021511654,0.034832882,-0.01212813,0.01035216,0.04139637,0.072446427,0.094930951,-0.079455202,-0.051991006,-0.014064258,0.023846525,0.051299161
1897.5,1897,1898,-0.014139362,0.018183554,0.062819961,0.107458792,0.139783463,-0.04121885,-0.02202304,0.004485461,0.030993577,0.050189108,0.005880857,0.029340796,0.061737855,0.094147374,0.117616335,-0.067307556,-0.039942795,-0.002153362,0.035635695,0.063000184
1898.5,1898,1899,-0.030489407,0.0058551,0.056045134,0.106236884,0.142582634,-0.036728468,-0.016348096,0.011796228,0.039938044,0.0603166,0.00798443,0.029162222,0.058407744,0.08766562,0.108852357,-0.072663984,-0.043958309,-0.004317138,0.035322595,0.064027228
1899.5,1899,1900,-0.021331678,0.021662415,0.081035209,0.140411035,0.183407323,-0.054091295,-0.034719101,-0.007967023,0.018786259,0.038159325,-0.001341392,0.02307615,0.056795612,0.090525206,0.114950084,-0.067177682,-0.033222249,0.013668587,0.060571616,0.094535878
1900.5,1900,1901,0.008039638,0.041480215,0.087660058,0.133844464,0.167288344,-0.045864033,-0.024081117,0.006000052,0.036080614,0.05786309,0.012624971,0.034964592,0.065814545,0.096679366,0.119029754,-0.054163033,-0.026527557,0.011635721,0.049809853,0.077453191
1901.5,1901,1902,-0.063886209,-0.011629004,0.060535707,0.132701811,0.184960024,-0.047433398,-0.02483313,0.006376766,0.037586,0.06018579,0.045592597,0.06826443,0.099573152,0.1309154,0.15361151,-0.125464213,-0.08576018,-0.030930802,0.023845151,0.063510496
1902.5,1902,1903,-0.066272717,-0.026401539,0.02865866,0.083719268,0.123590742,-0.040851214,-0.021140533,0.00607898,0.033297804,0.053007987,0.037743059,0.05959925,0.089781608,0.119992241,0.141868907,-0.126220866,-0.092252264,-0.045343243,0.001431452,0.035302783
1903.5,1903,1904,-0.117666414,-0.064926284,0.007905326,0.080736958,0.133477106,-0.205320845,-0.166861293,-0.113750483,-0.060516232,-0.021967291,0.04165111,0.064613234,0.096322834,0.128063412,0.151047968,-0.168305926,-0.12450802,-0.064025198,-0.003750148,0.039897302
1904.5,1904,1905,-0.203159213,-0.108230768,0.022860895,0.153952666,0.24888119,-0.151783871,-0.121465737,-0.079597837,-0.037653243,-0.007279571,0.033414009,0.061200711,0.099572822,0.137972293,0.165778807,-0.220848622,-0.151736474,-0.05629589,0.039043018,0.108081537
1905.5,1905,1906,-0.187673465,-0.090458922,0.043789732,0.178038777,0.275253603,-0.111325649,-0.085327551,-0.049425415,-0.013488781,0.0125343,0.027372796,0.051780285,0.085485866,0.119214404,0.143638518,-0.194913299,-0.126516268,-0.032063226,0.062356501,0.130729407
1906.5,1906,1907,-0.122513114,-0.078707309,-0.018213577,0.042280004,0.086085701,-0.064980293,-0.038603073,-0.002177389,0.034248361,0.060625629,0.035485057,0.056655101,0.085889923,0.115151462,0.136340852,-0.170101793,-0.129780663,-0.074099102,-0.018720139,0.021381869
1907.5,1907,1908,-0.10397284,-0.041409976,0.04498636,0.131383338,0.193946666,-0.107304246,-0.077899556,-0.037293079,0.003330768,0.032748037,0.046033279,0.073614466,0.11170277,0.149825759,0.177432062,-0.166525327,-0.117640311,-0.05013243,0.017261419,0.066063863
1908.5,1908,1909,-0.070178642,-0.024922537,0.037573989,0.100071134,0.145327688,-0.073417872,-0.044524114,-0.00462321,0.035277965,0.06417192,0.063603087,0.093748547,0.135377993,0.177054045,0.207233255,-0.175243906,-0.131951997,-0.072167933,-0.012651074,0.030447341
1909.5,1909,1910,-0.125486252,-0.063260189,0.02267104,0.108602433,0.170828614,-0.0612213,-0.033969733,0.003663383,0.041296318,0.068547754,0.086771771,0.109841988,0.14170086,0.17362642,0.19674493,-0.21116439,-0.158911939,-0.086753791,-0.014915551,0.037105243
1910.5,1910,1911,-0.078456686,-0.01970594,0.061426042,0.142559299,0.201310968,-0.048920142,-0.026073396,0.005476873,0.037026659,0.059873057,0.073235148,0.101878671,0.141434011,0.181042882,0.209725168,-0.174842795,-0.126805838,-0.060469089,0.005698759,0.053613407
1911.5,1911,1912,-0.122021143,-0.060010542,0.025623145,0.111257042,0.173267795,-0.040719099,-0.017016771,0.015715016,0.048442975,0.072142531,0.058540072,0.083007476,0.116795795,0.150626851,0.175125202,-0.185044376,-0.135396786,-0.066835827,0.001525447,0.051028438
1912.5,1912,1913,-0.148146504,-0.051861638,0.081103176,0.214069347,0.310355195,-0.113357687,-0.08879909,-0.054884837,-0.020925557,0.003665646,0.101277271,0.119957873,0.145754895,0.171639,0.190382663,-0.211573949,-0.143852281,-0.050331882,0.043105581,0.110767192
1913.5,1913,1914,-0.187318478,-0.080246852,0.067613964,0.215475629,0.322547869,-0.150868968,-0.116522109,-0.069090733,-0.021608332,0.012775476,0.105313508,0.127819515,0.15889924,0.190064897,0.212633132,-0.251342378,-0.174706934,-0.068877035,0.036815588,0.113351625
1914.5,1914,1915,-0.128234983,-0.070791508,0.008535195,0.087861924,0.145305417,-0.105326596,-0.074295238,-0.03144241,0.011422119,0.04246195,0.092256896,0.116240136,0.149359848,0.18255083,0.206585679,-0.227026179,-0.174424935,-0.101785121,-0.029583105,0.022701112
1915.5,1915,1916,-0.128130451,-0.078189074,-0.00922241,0.059744219,0.109685572,-0.057783712,-0.037264958,-0.008929537,0.019407312,0.0399271,0.09440834,0.121815398,0.159663239,0.197582359,0.225041031,-0.249595865,-0.195652261,-0.121158712,-0.047270684,0.00623444
1916.5,1916,1917,-0.145871649,-0.064541878,0.047770663,0.160083762,0.241413936,-0.055733194,-0.035718972,-0.008080286,0.019559599,0.039574688,0.11739431,0.138762911,0.168271931,0.197882415,0.219324491,-0.238736074,-0.175840541,-0.088984805,-0.002408518,0.060284655
1917.5,1917,1918,-0.013542632,0.056309983,0.152773119,0.249242887,0.319100306,-0.076956564,-0.048900675,-0.010156827,0.028588371,0.056645239,0.109625153,0.136277636,0.173083446,0.209975372,0.236690214,-0.141999803,-0.091496499,-0.02175384,0.047968049,0.098456314
1918.5,1918,1919,-0.101014991,-0.016619863,0.099925789,0.216473791,0.300870619,-0.047737804,-0.019903572,0.018534177,0.056967392,0.084798341,0.117422473,0.143439476,0.179367718,0.215390688,0.241476287,-0.210278788,-0.147942363,-0.061858729,0.024088762,0.086326601
1919.5,1919,1920,-0.115489961,-0.041497729,0.060682018,0.162862754,0.236855701,-0.028437505,-0.001786894,0.03501633,0.071802651,0.09844102,0.14603329,0.17075917,0.204904433,0.239179695,0.263999712,-0.254046462,-0.192146476,-0.106665543,-0.021592918,0.040011397
1920.5,1920,1921,-0.030817967,0.021299863,0.093272106,0.165247662,0.217367893,-0.018331208,0.002385451,0.030994171,0.059585852,0.080290173,0.156272277,0.181465539,0.216256235,0.251189027,0.276485186,-0.207355564,-0.15928269,-0.09289634,-0.026909012,0.020874916
1921.5,1921,1922,0.005474209,0.047225917,0.104883039,0.162545391,0.204300887,-0.023099274,-0.000580076,0.030517865,0.06160061,0.084108805,0.10300943,0.135064893,0.179331961,0.223675915,0.255787055,-0.153396288,-0.113537922,-0.058495417,-0.003643489,0.036076873
1922.5,1922,1923,-0.001717274,0.05873003,0.142204878,0.225686368,0.286138481,-0.023971978,-0.00057596,0.031732827,0.0640258,0.087410367,0.100888756,0.129076749,0.168003025,0.20700603,0.235249586,-0.133290124,-0.08789709,-0.025211472,0.037443107,0.082813664
1923.5,1923,1924,0.012468925,0.059711367,0.12495093,0.190197054,0.237444247,-0.036942157,-0.015943911,0.013053667,0.042048263,0.063044351,0.133907082,0.161080595,0.198605921,0.236242424,0.263496443,-0.15548772,-0.114904327,-0.058860593,-0.003006366,0.037439798
1924.5,1924,1925,-0.076542149,-0.005107181,0.09354111,0.192191832,0.263628561,-0.037929537,-0.012374086,0.022916776,0.058200088,0.083750072,0.134960137,0.171832087,0.222750493,0.273772013,0.310718631,-0.245067115,-0.18304305,-0.097390769,-0.012078057,0.049700113
1925.5,1925,1926,-0.05772648,0.001556202,0.083422763,0.165291655,0.224576025,-0.023011314,0.005302603,0.044402775,0.08347736,0.111772749,0.156888917,0.186478508,0.227340325,0.268335899,0.298022349,-0.239575177,-0.184106794,-0.107507598,-0.031371571,0.023761414
1926.5,1926,1927,0.004022544,0.04609362,0.104191773,0.162295049,0.204369835,-0.027026322,-0.001793864,0.033050958,0.067879875,0.093100814,0.173998031,0.198740107,0.232907735,0.26724312,0.292106675,-0.202432322,-0.158374481,-0.097532701,-0.037171302,0.006538676
1927.5,1927,1928,0.005010113,0.057741644,0.130561376,0.203387527,0.256123705,-0.030427649,-0.004768797,0.030664855,0.066085044,0.091734145,0.174336424,0.20882595,0.256454343,0.30422878,0.338824061,-0.21944858,-0.167907286,-0.096731214,-0.025958603,0.025290529
1928.5,1928,1929,0.020123875,0.07375241,0.147810863,0.221877403,0.275511795,-0.034484357,-0.005521339,0.034475209,0.07445668,0.10340878,0.146780642,0.18624917,0.240753327,0.295370011,0.334920025,-0.193294761,-0.143112718,-0.073813705,-0.004755723,0.045251781
1929.5,1929,1930,-0.017156858,0.063718464,0.175403431,0.287095951,0.367976742,-0.043109141,-0.018301541,0.015956574,0.050210918,0.075015788,0.154966108,0.188458751,0.234710495,0.281088231,0.314672108,-0.195147397,-0.134557575,-0.050885917,0.03269098,0.093212181
1930.5,1930,1931,-0.060913246,0.033215576,0.163202996,0.293196035,0.387328924,-0.045922418,-0.013839995,0.030464304,0.074757975,0.106832703,0.150677483,0.182045291,0.225362741,0.268804206,0.300261818,-0.215211003,-0.146817862,-0.05237019,0.041988571,0.110317329
1931.5,1931,1932,-0.045479509,0.019897225,0.110179382,0.200465225,0.265844629,-0.036089015,0.000405003,0.050801503,0.10117202,0.137647222,0.160641477,0.196100174,0.245066947,0.294163464,0.329716114,-0.24293536,-0.183849797,-0.102255447,-0.021054221,0.037746666
1932.5,1932,1933,-0.008329918,0.053087814,0.137902776,0.222723885,0.284146068,-0.038122128,-0.012443294,0.023017955,0.058471623,0.084144969,0.176720867,0.212868561,0.262786805,0.31285137,0.349105021,-0.230012316,-0.173873104,-0.096347525,-0.019189259,0.036683968
1933.5,1933,1934,0.021485849,0.08043861,0.161849565,0.243269342,0.30222849,-0.044135525,-0.021403404,0.009988574,0.041378939,0.064109893,0.165211624,0.197038884,0.240990814,0.285082486,0.317010938,-0.180636178,-0.131872778,-0.064532845,0.002617561,0.051243718
1934.5,1934,1935,0.05716059,0.099585838,0.158173086,0.21677204,0.259205766,-0.051279565,-0.022270997,0.017788454,0.057843897,0.086849564,0.183465423,0.215504741,0.259749513,0.304155517,0.336311589,-0.182532472,-0.139684475,-0.080513433,-0.021678618,0.020925903
1935.5,1935,1936,0.021126155,0.065157395,0.12596244,0.186774638,0.230811058,-0.032233686,0.00069057,0.046157399,0.091600452,0.12450749,0.17949943,0.216815209,0.268346523,0.320025644,0.357448455,-0.22988044,-0.178854168,-0.108389315,-0.038436559,0.012218886
1936.5,1936,1937,0.0408851,0.093791399,0.166852479,0.239924005,0.292837869,-0.006499949,0.018708304,0.053519701,0.088289334,0.113467344,0.205778144,0.234152433,0.273335976,0.312720969,0.341241136,-0.196681019,-0.149544592,-0.08445143,-0.019694447,0.02719854
1937.5,1937,1938,0.039131215,0.104095384,0.193807807,0.283531708,0.348504188,-0.022707853,0.01150822,0.058758987,0.105972673,0.140161894,0.200300522,0.233695826,0.27981315,0.326109956,0.35963523,-0.197102594,-0.144125415,-0.070966454,0.00198153,0.054805932
1938.5,1938,1939,-0.076900091,0.030333715,0.178418495,0.326509169,0.433747244,-0.018202724,0.015476759,0.061986522,0.108454358,0.142103481,0.194580067,0.230500763,0.280105533,0.32987756,0.365919372,-0.271406697,-0.191661894,-0.081538119,0.02840074,0.108011638
1939.5,1939,1940,0.00418238,0.049842246,0.112896346,0.175955988,0.221619867,-0.01889938,0.012678195,0.056285322,0.099855581,0.131406458,0.226226122,0.25382927,0.291947904,0.330302652,0.358076781,-0.263140663,-0.208976402,-0.134178137,-0.060120154,-0.006491958
1940.5,1940,1941,-0.025841357,0.031733568,0.111241797,0.190754293,0.248332307,-0.022914608,0.008962261,0.052982699,0.096970777,0.128824213,0.232456532,0.260530896,0.299300256,0.338313597,0.366564636,-0.284816478,-0.224239434,-0.140585422,-0.057657605,0.002393574
1941.5,1941,1942,-0.054888175,0.009784651,0.099094744,0.188407852,0.25308286,-0.001942397,0.03282743,0.080842906,0.128789285,0.163509077,0.205629229,0.239910861,0.287252162,0.334777724,0.369192787,-0.295586283,-0.230277695,-0.140089644,-0.050570008,0.014254557
1942.5,1942,1943,-0.033545958,0.027753528,0.112405198,0.197060961,0.25836341,-0.013732259,0.027260454,0.083869438,0.140415356,0.181362399,0.221654556,0.255964269,0.303344349,0.350929702,0.385388061,-0.2956552,-0.231419763,-0.142713683,-0.054713073,0.009011507
1943.5,1943,1944,-0.073933994,0.031739216,0.177668888,0.32360449,0.429281995,-0.010513319,0.023507871,0.070489515,0.117417479,0.151399798,0.22783745,0.261401246,0.307751249,0.354317193,0.388037359,-0.293320592,-0.212943405,-0.101946339,0.008763806,0.088933222
1944.5,1944,1945,-0.005774156,0.075790436,0.188427253,0.301072712,0.382643562,-0.00240031,0.027981429,0.069937165,0.111833721,0.142172606,0.230722869,0.263823351,0.309533539,0.355465213,0.38872608,-0.251703776,-0.186302399,-0.095986212,-0.00598276,0.059192155
1945.5,1945,1946,-0.030561619,0.047677347,0.155721632,0.263772071,0.342015493,-0.009071858,0.022615173,0.066373454,0.110080635,0.141730663,0.235199465,0.267480354,0.312058724,0.356867885,0.389315898,-0.27988367,-0.212658582,-0.119823936,-0.027463814,0.039417654
1946.5,1946,1947,-0.000265851,0.055672844,0.132921518,0.210176462,0.266119698,-0.004965447,0.025848935,0.068402129,0.110899511,0.141673477,0.256193721,0.295517872,0.349822652,0.404365609,0.443862233,-0.323125449,-0.255605098,-0.162362709,-0.069989597,-0.003098724
